MEP	ECMp	Ligand	Spot Cell Count	2N DNA Proportion	Lineage Ratio
LUM_CXCL12|Beta	LUM	CXCL12|Beta	6.6853	1.42401	-4.030692
Laminin3B32_CXCL12|Beta	Laminin3B32	CXCL12|Beta	5.7556	1.92852	-3.498482
NID1|1_CXCL12|Beta	NID1|1	CXCL12|Beta	5.7689	0.91703	-3.734069
OMD_CXCL12|Beta	OMD	CXCL12|Beta	6.5281	1.81852	-4.09522
PECAM1|Long_CXCL12|Beta	PECAM1|Long	CXCL12|Beta	6.2786	1.97751	-3.80216
POSTN|1_CXCL12|Beta	POSTN|1	CXCL12|Beta	6.2997	1.92635	-3.813927
SPARC_CXCL12|Beta	SPARC	CXCL12|Beta	6.6273	1.78302	-3.880906
SPP1|A_CXCL12|Beta	SPP1|A	CXCL12|Beta	6.5103	1.81142	-3.931326
THBS1|1_CXCL12|Beta	THBS1|1	CXCL12|Beta	5.9114	1.9918	-3.648339
TNC|1_CXCL12|Beta	TNC|1	CXCL12|Beta	6.3568	2.03371	-3.785384
VCAM1|1_CXCL12|Beta	VCAM1|1	CXCL12|Beta	6.278	1.37378	-3.860873
VTN_CXCL12|Beta	VTN	CXCL12|Beta	6.2914	1.24934	-3.909653
ALCAM|1_CXCL8|1	ALCAM|1	CXCL8|1	6.336	1.7548	-3.918697
BCAN|1_CXCL8|1	BCAN|1	CXCL8|1	5.9351	2.13335	-3.173687
BGN_CXCL8|1	BGN	CXCL8|1	6.1668	1.86255	-3.782505
CD44|1_CXCL8|1	CD44|1	CXCL8|1	5.8722	1.799	-3.531058
CDH15_CXCL8|1	CDH15	CXCL8|1	6.1217	1.84391	-3.774027
CDH1|1_CXCL8|1	CDH1|1	CXCL8|1	6.334	2.17723	-3.690273
CDH20_CXCL8|1	CDH20	CXCL8|1	6.4622	1.50096	-3.694155
CDH3|1_CXCL8|1	CDH3|1	CXCL8|1	5.6836	1.679	-3.367279
CDH6|1_CXCL8|1	CDH6|1	CXCL8|1	6.0859	2.18641	-3.479907
CDH8_CXCL8|1	CDH8	CXCL8|1	6.1906	1.76724	-3.700284
CEACAM6_CXCL8|1	CEACAM6	CXCL8|1	6.2051	1.75219	-3.6547
COL1_CXCL8|1	COL1	CXCL8|1	6.2963	1.83107	-3.713775
COL23A1|1_CXCL8|1	COL23A1|1	CXCL8|1	6.6538	1.74128	-3.770693
COL2A1|2_CXCL8|1	COL2A1|2	CXCL8|1	6.5988	1.70453	-3.95852
COL3A1|1_CXCL8|1	COL3A1|1	CXCL8|1	5.9133	1.67378	-3.394335
COL4_CXCL8|1	COL4	CXCL8|1	5.6432	1.49503	-3.373076
COL5A1_CXCL8|1	COL5A1	CXCL8|1	6.7366	1.73322	-4.024996
DCN|A_CXCL8|1	DCN|A	CXCL8|1	6.1247	1.81419	-3.557072
DSG2_CXCL8|1	DSG2	CXCL8|1	6.1064	1.61966	-3.442144
ECM1|1_CXCL8|1	ECM1|1	CXCL8|1	6.4611	1.85701	-3.963824
ELN|3_CXCL8|1	ELN|3	CXCL8|1	5.0979	2.00948	-3.424004
FBN1_CXCL8|1	FBN1	CXCL8|1	6.8426	1.87193	-3.780818
FN1|1_CXCL8|1	FN1|1	CXCL8|1	6.1543	1.92065	-3.383128
GAP43|1_CXCL8|1	GAP43|1	CXCL8|1	6.1403	2.03127	-3.701046
HA<500kDa_CXCL8|1	HA<500kDa	CXCL8|1	6.5082	2.02599	-3.583841
HA>500kDa_CXCL8|1	HA>500kDa	CXCL8|1	6.103	2.49967	-3.687207
ICAM1_CXCL8|1	ICAM1	CXCL8|1	5.9867	1.7165	-3.377017
ITGA10B1_CXCL8|1	ITGA10B1	CXCL8|1	6.3327	1.73642	-3.73924
ITGA2B1_CXCL8|1	ITGA2B1	CXCL8|1	6.5611	1.63268	-3.562896
ITGA3B1_CXCL8|1	ITGA3B1	CXCL8|1	6.3102	2.00479	-3.82038
ITGA4B1_CXCL8|1	ITGA4B1	CXCL8|1	6.0812	1.66948	-3.500526
ITGA6B4_CXCL8|1	ITGA6B4	CXCL8|1	6.0891	1.84476	-3.613289
ITGA9B1_CXCL8|1	ITGA9B1	CXCL8|1	6.091	1.80224	-3.790592
ITGAMB2_CXCL8|1	ITGAMB2	CXCL8|1	6.2148	1.84974	-3.541967
ITGAVB6_CXCL8|1	ITGAVB6	CXCL8|1	6.3463	1.92979	-3.885427
LAMB1_CXCL8|1	LAMB1	CXCL8|1	6.0896	1.5687	-3.558525
LUM_CXCL8|1	LUM	CXCL8|1	6.8543	1.65656	-3.900695
Laminin3B32_CXCL8|1	Laminin3B32	CXCL8|1	5.7469	1.87442	-3.298968
NID1|1_CXCL8|1	NID1|1	CXCL8|1	3.5349	1.8198	-3.013675
OMD_CXCL8|1	OMD	CXCL8|1	6.2035	1.95304	-3.627239
PECAM1|Long_CXCL8|1	PECAM1|Long	CXCL8|1	6.0403	1.68557	-4.06291
POSTN|1_CXCL8|1	POSTN|1	CXCL8|1	6.4143	1.75709	-3.767659
SPARC_CXCL8|1	SPARC	CXCL8|1	6.187	1.63886	-3.424409
SPP1|A_CXCL8|1	SPP1|A	CXCL8|1	6.2879	1.70669	-3.598043
THBS1|1_CXCL8|1	THBS1|1	CXCL8|1	5.8432	2.00729	-3.306768
TNC|1_CXCL8|1	TNC|1	CXCL8|1	6.0539	2.0048	-3.450424
VCAM1|1_CXCL8|1	VCAM1|1	CXCL8|1	6.1171	1.84537	-3.344471
VTN_CXCL8|1	VTN	CXCL8|1	6.4655	1.86567	-3.903624
ALCAM|1_DLL1|1	ALCAM|1	DLL1|1	5.8227	1.66748	-3.351775
BCAN|1_DLL1|1	BCAN|1	DLL1|1	6.1621	1.49607	-3.795857
BGN_DLL1|1	BGN	DLL1|1	5.7934	1.53598	-3.537929
CD44|1_DLL1|1	CD44|1	DLL1|1	6.1834	2.02856	-3.770502
CDH15_DLL1|1	CDH15	DLL1|1	5.6091	1.73711	-3.441212
CDH1|1_DLL1|1	CDH1|1	DLL1|1	6.3098	1.8235	-3.895575
CDH20_DLL1|1	CDH20	DLL1|1	6.405	1.7752	-3.822377
CDH3|1_DLL1|1	CDH3|1	DLL1|1	5.7127	1.67095	-3.389353
CDH6|1_DLL1|1	CDH6|1	DLL1|1	6.0819	1.44749	-3.616098
CDH8_DLL1|1	CDH8	DLL1|1	6.0282	1.82752	-3.74302
CEACAM6_DLL1|1	CEACAM6	DLL1|1	6.2011	1.90021	-3.713763
COL1_DLL1|1	COL1	DLL1|1	6.5166	1.57032	-3.888617
COL23A1|1_DLL1|1	COL23A1|1	DLL1|1	5.7207	1.89801	-3.531122
COL2A1|2_DLL1|1	COL2A1|2	DLL1|1	6.1607	1.65797	-3.916782
COL3A1|1_DLL1|1	COL3A1|1	DLL1|1	5.9413	1.6591	-3.832008
COL4_DLL1|1	COL4	DLL1|1	6.5438	1.9175	-3.962312
COL5A1_DLL1|1	COL5A1	DLL1|1	6.3346	1.63989	-4.021822
DCN|A_DLL1|1	DCN|A	DLL1|1	6.3312	2.12356	-3.838536
DSG2_DLL1|1	DSG2	DLL1|1	6.3344	1.82322	-3.547719
ECM1|1_DLL1|1	ECM1|1	DLL1|1	6.4169	1.64552	-3.861209
ELN|3_DLL1|1	ELN|3	DLL1|1	5.3847	1.79716	-3.273384
FBN1_DLL1|1	FBN1	DLL1|1	6.22	1.39242	-3.617503
FN1|1_DLL1|1	FN1|1	DLL1|1	6.229	1.9881	-3.617351
GAP43|1_DLL1|1	GAP43|1	DLL1|1	6.27	1.45079	-3.725833
HA<500kDa_DLL1|1	HA<500kDa	DLL1|1	6.0368	1.98576	-3.509894
HA>500kDa_DLL1|1	HA>500kDa	DLL1|1	5.9112	2.00847	-3.536897
ICAM1_DLL1|1	ICAM1	DLL1|1	5.6552	2.00272	-3.59542
ITGA10B1_DLL1|1	ITGA10B1	DLL1|1	6.408	1.37758	-3.611728
ITGA2B1_DLL1|1	ITGA2B1	DLL1|1	5.8819	1.71928	-3.503932
ITGA3B1_DLL1|1	ITGA3B1	DLL1|1	6.3688	1.43356	-3.658305
ITGA4B1_DLL1|1	ITGA4B1	DLL1|1	5.2089	1.7386	-3.396202
ITGA6B4_DLL1|1	ITGA6B4	DLL1|1	6.1797	1.88746	-3.884083
ITGA9B1_DLL1|1	ITGA9B1	DLL1|1	6.0641	1.65936	-3.672556
ITGAMB2_DLL1|1	ITGAMB2	DLL1|1	6.3462	1.30244	-3.835719
ITGAVB6_DLL1|1	ITGAVB6	DLL1|1	6.619	1.55243	-3.940201
LAMB1_DLL1|1	LAMB1	DLL1|1	6.545	1.72795	-3.771661
LUM_DLL1|1	LUM	DLL1|1	6.3245	1.57735	-3.798783
Laminin3B32_DLL1|1	Laminin3B32	DLL1|1	5.9637	1.82924	-3.494657
NID1|1_DLL1|1	NID1|1	DLL1|1	4.0942	1.32578	-3.370864
OMD_DLL1|1	OMD	DLL1|1	6.2776	1.96309	-3.92882
PECAM1|Long_DLL1|1	PECAM1|Long	DLL1|1	6.0826	1.64152	-3.964331
POSTN|1_DLL1|1	POSTN|1	DLL1|1	6.0592	1.82849	-3.601044
SPARC_DLL1|1	SPARC	DLL1|1	6.3822	1.84389	-3.852355
SPP1|A_DLL1|1	SPP1|A	DLL1|1	6.3709	1.79322	-3.812984
THBS1|1_DLL1|1	THBS1|1	DLL1|1	5.7699	2.17646	-3.463198
TNC|1_DLL1|1	TNC|1	DLL1|1	6.1053	1.8849	-3.699854
VCAM1|1_DLL1|1	VCAM1|1	DLL1|1	6.0851	1.66257	-3.490655
VTN_DLL1|1	VTN	DLL1|1	6.0103	1.7189	-3.508018
ALCAM|1_DLL4	ALCAM|1	DLL4	6.4997	1.78436	-3.315269
BCAN|1_DLL4	BCAN|1	DLL4	6.2936	1.72833	-3.17335
BGN_DLL4	BGN	DLL4	6.5159	1.8068	-3.27161
CD44|1_DLL4	CD44|1	DLL4	6.564	1.73815	-3.272265
CDH15_DLL4	CDH15	DLL4	6.3265	1.82257	-3.007919
CDH1|1_DLL4	CDH1|1	DLL4	6.501	2.00347	-3.284938
CDH20_DLL4	CDH20	DLL4	6.6155	1.54701	-3.162833
CDH3|1_DLL4	CDH3|1	DLL4	7.1096	1.89436	-3.476902
CDH6|1_DLL4	CDH6|1	DLL4	6.4621	1.79482	-3.168916
CDH8_DLL4	CDH8	DLL4	6.4948	1.85085	-3.277341
CEACAM6_DLL4	CEACAM6	DLL4	6.4879	1.52338	-3.290051
COL1_DLL4	COL1	DLL4	6.6666	1.69409	-3.343428
COL23A1|1_DLL4	COL23A1|1	DLL4	6.6434	1.17172	-3.489897
COL2A1|2_DLL4	COL2A1|2	DLL4	6.6691	1.9714	-3.488143
COL3A1|1_DLL4	COL3A1|1	DLL4	6.7192	1.52835	-3.296498
COL4_DLL4	COL4	DLL4	6.9416	2.13558	-3.453807
COL5A1_DLL4	COL5A1	DLL4	6.9845	1.35683	-3.476149
DCN|A_DLL4	DCN|A	DLL4	6.8212	1.49257	-3.588094
DSG2_DLL4	DSG2	DLL4	6.7889	1.67385	-3.187796
ECM1|1_DLL4	ECM1|1	DLL4	6.8256	1.53986	-3.506267
ELN|3_DLL4	ELN|3	DLL4	5.9379	1.4886	-3.137246
FBN1_DLL4	FBN1	DLL4	6.5786	1.85138	-3.069707
FN1|1_DLL4	FN1|1	DLL4	6.8503	1.8444	-3.534457
GAP43|1_DLL4	GAP43|1	DLL4	6.7771	1.84066	-3.598839
HA<500kDa_DLL4	HA<500kDa	DLL4	6.6827	1.54607	-3.381453
HA>500kDa_DLL4	HA>500kDa	DLL4	7.0965	1.93659	-3.628558
ICAM1_DLL4	ICAM1	DLL4	6.6879	1.93542	-3.363427
ITGA10B1_DLL4	ITGA10B1	DLL4	6.7551	1.6919	-3.507833
ITGA2B1_DLL4	ITGA2B1	DLL4	6.6062	1.75211	-3.488751
ITGA3B1_DLL4	ITGA3B1	DLL4	6.7423	1.87446	-3.336836
ITGA4B1_DLL4	ITGA4B1	DLL4	6.7918	1.48539	-3.24491
ITGA6B4_DLL4	ITGA6B4	DLL4	6.6915	1.72492	-3.231349
ITGA9B1_DLL4	ITGA9B1	DLL4	6.8843	1.88574	-3.419373
ITGAMB2_DLL4	ITGAMB2	DLL4	6.9117	1.50115	-3.527219
ITGAVB6_DLL4	ITGAVB6	DLL4	6.4936	1.56806	-3.213127
LAMB1_DLL4	LAMB1	DLL4	6.5319	1.82369	-3.377543
LUM_DLL4	LUM	DLL4	6.7374	1.8722	-3.453857
Laminin3B32_DLL4	Laminin3B32	DLL4	6.6807	1.79181	-3.192255
NID1|1_DLL4	NID1|1	DLL4	4.8729	1.78061	-2.739504
OMD_DLL4	OMD	DLL4	6.8727	1.77546	-3.484467
PECAM1|Long_DLL4	PECAM1|Long	DLL4	6.4497	2.18009	-3.356113
POSTN|1_DLL4	POSTN|1	DLL4	6.5229	1.71711	-3.295192
SPARC_DLL4	SPARC	DLL4	6.8179	1.66571	-3.432485
SPP1|A_DLL4	SPP1|A	DLL4	6.6584	1.85063	-3.493746
THBS1|1_DLL4	THBS1|1	DLL4	6.7081	2.25553	-3.393352
TNC|1_DLL4	TNC|1	DLL4	6.7133	1.93324	-3.365456
VCAM1|1_DLL4	VCAM1|1	DLL4	7.0269	1.60994	-3.447214
VTN_DLL4	VTN	DLL4	6.558	1.82755	-3.382025
ALCAM|1_EGF|1	ALCAM|1	EGF|1	6.314	1.26129	-3.923204
BCAN|1_EGF|1	BCAN|1	EGF|1	6.1351	1.50976	-3.819249
BGN_EGF|1	BGN	EGF|1	6.1677	2.00079	-3.753363
CD44|1_EGF|1	CD44|1	EGF|1	6.4181	1.55634	-3.91857
CDH15_EGF|1	CDH15	EGF|1	6.364	1.8308	-3.930032
CDH1|1_EGF|1	CDH1|1	EGF|1	6.0299	1.49293	-3.755806
CDH20_EGF|1	CDH20	EGF|1	6.2485	1.7121	-3.990669
CDH3|1_EGF|1	CDH3|1	EGF|1	6.2213	1.69034	-3.772996
CDH6|1_EGF|1	CDH6|1	EGF|1	6.0716	1.66664	-3.724206
CDH8_EGF|1	CDH8	EGF|1	6.2244	1.69609	-3.842834
CEACAM6_EGF|1	CEACAM6	EGF|1	6.3181	1.47091	-3.846625
COL1_EGF|1	COL1	EGF|1	6.2903	1.62486	-3.910699
COL23A1|1_EGF|1	COL23A1|1	EGF|1	6.2712	1.15068	-4.050181
COL2A1|2_EGF|1	COL2A1|2	EGF|1	5.9476	1.54145	-3.632004
COL3A1|1_EGF|1	COL3A1|1	EGF|1	6.1377	1.78852	-3.987495
COL4_EGF|1	COL4	EGF|1	6.3893	1.27914	-3.996751
COL5A1_EGF|1	COL5A1	EGF|1	6.2709	1.27892	-4.071575
DCN|A_EGF|1	DCN|A	EGF|1	6.2941	1.34155	-3.935085
DSG2_EGF|1	DSG2	EGF|1	6.2095	1.41827	-3.909514
ECM1|1_EGF|1	ECM1|1	EGF|1	6.3031	1.65687	-3.774407
ELN|3_EGF|1	ELN|3	EGF|1	4.8887	1.49378	-3.439363
FBN1_EGF|1	FBN1	EGF|1	6.3422	1.46325	-3.982206
FN1|1_EGF|1	FN1|1	EGF|1	6.4798	1.70456	-3.95225
GAP43|1_EGF|1	GAP43|1	EGF|1	6.0298	1.52036	-3.834088
HA<500kDa_EGF|1	HA<500kDa	EGF|1	6.0647	1.67447	-3.840382
HA>500kDa_EGF|1	HA>500kDa	EGF|1	6.4501	1.69956	-3.921784
ICAM1_EGF|1	ICAM1	EGF|1	6.33	1.27196	-3.838925
ITGA10B1_EGF|1	ITGA10B1	EGF|1	6.1796	1.79662	-3.809395
ITGA2B1_EGF|1	ITGA2B1	EGF|1	6.1712	2.04272	-3.710491
ITGA3B1_EGF|1	ITGA3B1	EGF|1	6.3722	1.6287	-4.020003
ITGA4B1_EGF|1	ITGA4B1	EGF|1	6.0609	1.5297	-3.831594
ITGA6B4_EGF|1	ITGA6B4	EGF|1	6.325	1.30574	-3.856529
ITGA9B1_EGF|1	ITGA9B1	EGF|1	6.4075	1.51324	-3.873816
ITGAMB2_EGF|1	ITGAMB2	EGF|1	6.2453	1.6552	-3.917654
ITGAVB6_EGF|1	ITGAVB6	EGF|1	6.3335	1.54122	-3.957596
LAMB1_EGF|1	LAMB1	EGF|1	6.1499	1.52814	-3.898537
LUM_EGF|1	LUM	EGF|1	6.6124	1.21307	-3.900219
Laminin3B32_EGF|1	Laminin3B32	EGF|1	6.1533	1.69571	-3.871717
NID1|1_EGF|1	NID1|1	EGF|1	4.592	2.79596	-3.10926
OMD_EGF|1	OMD	EGF|1	6.4319	1.9171	-4.057435
PECAM1|Long_EGF|1	PECAM1|Long	EGF|1	6.3049	1.24689	-3.905796
POSTN|1_EGF|1	POSTN|1	EGF|1	6.3787	1.811	-3.930555
SPARC_EGF|1	SPARC	EGF|1	6.0099	1.82257	-3.661012
SPP1|A_EGF|1	SPP1|A	EGF|1	6.2932	1.79063	-3.922228
THBS1|1_EGF|1	THBS1|1	EGF|1	6.1909	2.12735	-3.646802
TNC|1_EGF|1	TNC|1	EGF|1	6.2627	1.72783	-3.925004
VCAM1|1_EGF|1	VCAM1|1	EGF|1	6.2733	1.21361	-3.943592
VTN_EGF|1	VTN	EGF|1	5.7243	1.43558	-3.846063
ALCAM|1_FASLG|1	ALCAM|1	FASLG|1	6.5899	1.45678	-3.821571
BCAN|1_FASLG|1	BCAN|1	FASLG|1	6.328	2.06289	-3.744184
BGN_FASLG|1	BGN	FASLG|1	6.3633	1.86108	-4.005486
CD44|1_FASLG|1	CD44|1	FASLG|1	6.6675	1.74426	-4.187421
CDH15_FASLG|1	CDH15	FASLG|1	6.0955	1.51849	-3.69121
CDH1|1_FASLG|1	CDH1|1	FASLG|1	6.3707	2.00209	-3.905432
CDH20_FASLG|1	CDH20	FASLG|1	6.1818	1.55931	-3.944588
CDH3|1_FASLG|1	CDH3|1	FASLG|1	6.1522	1.24375	-3.824529
CDH6|1_FASLG|1	CDH6|1	FASLG|1	6.6576	1.98964	-4.164198
CDH8_FASLG|1	CDH8	FASLG|1	6.3965	1.79223	-3.916655
CEACAM6_FASLG|1	CEACAM6	FASLG|1	6.2531	1.86159	-3.764315
COL1_FASLG|1	COL1	FASLG|1	6.7258	1.56282	-4.100882
COL23A1|1_FASLG|1	COL23A1|1	FASLG|1	6.7085	1.59714	-4.093347
COL2A1|2_FASLG|1	COL2A1|2	FASLG|1	6.2898	1.58284	-3.791942
COL3A1|1_FASLG|1	COL3A1|1	FASLG|1	6.4997	1.59016	-4.078465
COL4_FASLG|1	COL4	FASLG|1	6.3376	1.78814	-3.841009
COL5A1_FASLG|1	COL5A1	FASLG|1	6.7636	1.84113	-4.201681
DCN|A_FASLG|1	DCN|A	FASLG|1	6.72	1.84537	-4.096698
DSG2_FASLG|1	DSG2	FASLG|1	6.5843	1.88905	-3.910526
ECM1|1_FASLG|1	ECM1|1	FASLG|1	6.6331	1.35076	-4.069558
ELN|3_FASLG|1	ELN|3	FASLG|1	5.7597	1.5693	-3.716095
FBN1_FASLG|1	FBN1	FASLG|1	6.2903	1.7256	-3.844803
FN1|1_FASLG|1	FN1|1	FASLG|1	5.931	1.51213	-3.567506
GAP43|1_FASLG|1	GAP43|1	FASLG|1	6.3974	1.65269	-3.827288
HA<500kDa_FASLG|1	HA<500kDa	FASLG|1	6.4113	1.62607	-4.085152
HA>500kDa_FASLG|1	HA>500kDa	FASLG|1	6.365	1.61558	-3.765067
ICAM1_FASLG|1	ICAM1	FASLG|1	6.3347	1.55586	-3.836803
ITGA10B1_FASLG|1	ITGA10B1	FASLG|1	6.2529	1.61893	-3.815076
ITGA2B1_FASLG|1	ITGA2B1	FASLG|1	6.4175	1.73526	-3.888891
ITGA3B1_FASLG|1	ITGA3B1	FASLG|1	6.6228	1.56674	-4.133869
ITGA4B1_FASLG|1	ITGA4B1	FASLG|1	6.2593	1.45192	-3.974028
ITGA6B4_FASLG|1	ITGA6B4	FASLG|1	6.5318	1.95838	-3.81543
ITGA9B1_FASLG|1	ITGA9B1	FASLG|1	6.5825	1.90371	-4.035878
ITGAMB2_FASLG|1	ITGAMB2	FASLG|1	6.8591	2.03971	-4.031989
ITGAVB6_FASLG|1	ITGAVB6	FASLG|1	6.4609	1.71493	-3.991682
LAMB1_FASLG|1	LAMB1	FASLG|1	6.5844	1.73567	-4.118045
LUM_FASLG|1	LUM	FASLG|1	6.8151	1.80695	-4.037263
Laminin3B32_FASLG|1	Laminin3B32	FASLG|1	6.4583	1.92762	-4.033102
NID1|1_FASLG|1	NID1|1	FASLG|1	4.2746	2.07585	-3.543165
OMD_FASLG|1	OMD	FASLG|1	6.37	2.04408	-3.929646
PECAM1|Long_FASLG|1	PECAM1|Long	FASLG|1	6.7486	1.591	-4.158527
POSTN|1_FASLG|1	POSTN|1	FASLG|1	6.3313	1.67692	-3.907806
SPARC_FASLG|1	SPARC	FASLG|1	6.5141	1.93786	-3.974704
SPP1|A_FASLG|1	SPP1|A	FASLG|1	6.3896	1.79556	-3.849192
THBS1|1_FASLG|1	THBS1|1	FASLG|1	6.032	2.09969	-3.722242
TNC|1_FASLG|1	TNC|1	FASLG|1	6.6013	1.75633	-3.943151
VCAM1|1_FASLG|1	VCAM1|1	FASLG|1	6.7524	1.95661	-4.095169
VTN_FASLG|1	VTN	FASLG|1	6.6001	1.50841	-4.114723
ALCAM|1_FGF2|3	ALCAM|1	FGF2|3	6.9967	1.31767	-4.136119
BCAN|1_FGF2|3	BCAN|1	FGF2|3	6.6702	1.64028	-4.062445
BGN_FGF2|3	BGN	FGF2|3	7.1309	1.41555	-4.229573
CD44|1_FGF2|3	CD44|1	FGF2|3	6.8294	1.73573	-4.028933
CDH15_FGF2|3	CDH15	FGF2|3	6.7618	1.72766	-4.134849
CDH1|1_FGF2|3	CDH1|1	FGF2|3	6.5426	1.37619	-4.156202
CDH20_FGF2|3	CDH20	FGF2|3	6.7914	1.61092	-3.962126
CDH3|1_FGF2|3	CDH3|1	FGF2|3	6.9937	1.38173	-4.140451
CDH6|1_FGF2|3	CDH6|1	FGF2|3	6.7305	1.53864	-3.960888
CDH8_FGF2|3	CDH8	FGF2|3	6.7863	1.33525	-4.105902
CEACAM6_FGF2|3	CEACAM6	FGF2|3	6.755	1.78143	-4.084488
COL1_FGF2|3	COL1	FGF2|3	6.6925	1.71581	-4.169972
COL23A1|1_FGF2|3	COL23A1|1	FGF2|3	6.8473	1.69395	-4.097896
COL2A1|2_FGF2|3	COL2A1|2	FGF2|3	6.9343	1.67828	-4.089841
COL3A1|1_FGF2|3	COL3A1|1	FGF2|3	6.863	1.51458	-4.109602
COL4_FGF2|3	COL4	FGF2|3	7.1235	1.45236	-4.174672
COL5A1_FGF2|3	COL5A1	FGF2|3	7.1303	1.40431	-4.269111
DCN|A_FGF2|3	DCN|A	FGF2|3	6.8438	1.77828	-4.026214
DSG2_FGF2|3	DSG2	FGF2|3	6.9213	1.52299	-4.051939
ECM1|1_FGF2|3	ECM1|1	FGF2|3	6.8896	1.70967	-4.089512
ELN|3_FGF2|3	ELN|3	FGF2|3	6.1937	1.29351	-3.810722
FBN1_FGF2|3	FBN1	FGF2|3	6.7656	1.37099	-3.888174
FN1|1_FGF2|3	FN1|1	FGF2|3	6.5835	1.87416	-3.882851
GAP43|1_FGF2|3	GAP43|1	FGF2|3	6.6246	1.55254	-3.93015
HA<500kDa_FGF2|3	HA<500kDa	FGF2|3	6.8177	1.51804	-4.019799
HA>500kDa_FGF2|3	HA>500kDa	FGF2|3	6.5208	1.4403	-3.918758
ICAM1_FGF2|3	ICAM1	FGF2|3	6.6439	1.50494	-3.978508
ITGA10B1_FGF2|3	ITGA10B1	FGF2|3	6.6003	1.66416	-3.87681
ITGA2B1_FGF2|3	ITGA2B1	FGF2|3	6.8187	1.68086	-3.996402
ITGA3B1_FGF2|3	ITGA3B1	FGF2|3	6.9222	1.4859	-4.048358
ITGA4B1_FGF2|3	ITGA4B1	FGF2|3	6.7415	1.38721	-4.04911
ITGA6B4_FGF2|3	ITGA6B4	FGF2|3	6.4371	1.66215	-3.902315
ITGA9B1_FGF2|3	ITGA9B1	FGF2|3	6.717	1.62716	-4.13697
ITGAMB2_FGF2|3	ITGAMB2	FGF2|3	6.6549	1.4978	-4.055282
ITGAVB6_FGF2|3	ITGAVB6	FGF2|3	6.9154	1.63779	-4.074236
LAMB1_FGF2|3	LAMB1	FGF2|3	6.9695	1.36843	-4.218241
LUM_FGF2|3	LUM	FGF2|3	6.9411	1.3436	-4.076464
Laminin3B32_FGF2|3	Laminin3B32	FGF2|3	6.7163	1.9041	-4.021254
NID1|1_FGF2|3	NID1|1	FGF2|3	5.5586	1.78094	-3.831184
OMD_FGF2|3	OMD	FGF2|3	6.5991	1.76026	-3.94628
PECAM1|Long_FGF2|3	PECAM1|Long	FGF2|3	6.6628	1.73102	-3.931549
POSTN|1_FGF2|3	POSTN|1	FGF2|3	6.8701	1.51006	-4.138043
SPARC_FGF2|3	SPARC	FGF2|3	7.3222	1.46865	-4.364539
SPP1|A_FGF2|3	SPP1|A	FGF2|3	6.7448	1.55866	-4.057144
THBS1|1_FGF2|3	THBS1|1	FGF2|3	6.7166	1.90041	-3.830451
TNC|1_FGF2|3	TNC|1	FGF2|3	6.6139	1.80546	-4.035623
VCAM1|1_FGF2|3	VCAM1|1	FGF2|3	6.2838	1.23542	-3.88877
VTN_FGF2|3	VTN	FGF2|3	6.7516	1.52478	-4.028085
ALCAM|1_FGF6	ALCAM|1	FGF6	6.9544	1.84462	-4.061968
BCAN|1_FGF6	BCAN|1	FGF6	6.624	1.88419	-4.027753
BGN_FGF6	BGN	FGF6	6.1676	1.73374	-3.700807
CD44|1_FGF6	CD44|1	FGF6	6.2805	1.54148	-3.694663
CDH15_FGF6	CDH15	FGF6	6.7065	1.53692	-3.975628
CDH1|1_FGF6	CDH1|1	FGF6	6.7223	1.99758	-3.780201
CDH20_FGF6	CDH20	FGF6	6.7748	1.59682	-4.154791
CDH3|1_FGF6	CDH3|1	FGF6	7.0053	1.96897	-4.09463
CDH6|1_FGF6	CDH6|1	FGF6	6.6131	1.79482	-3.895641
CDH8_FGF6	CDH8	FGF6	6.545	1.82768	-4.027532
CEACAM6_FGF6	CEACAM6	FGF6	6.9095	1.77641	-4.11488
COL1_FGF6	COL1	FGF6	6.6723	1.65401	-4.158864
COL23A1|1_FGF6	COL23A1|1	FGF6	6.5488	1.70406	-4.019629
COL2A1|2_FGF6	COL2A1|2	FGF6	7.0528	1.70014	-4.110402
COL3A1|1_FGF6	COL3A1|1	FGF6	7.0232	1.89754	-4.221465
COL4_FGF6	COL4	FGF6	6.7861	1.96385	-3.994912
COL5A1_FGF6	COL5A1	FGF6	6.7917	1.644	-4.059353
DCN|A_FGF6	DCN|A	FGF6	6.6724	1.93278	-4.246105
DSG2_FGF6	DSG2	FGF6	6.7453	1.94037	-3.981569
ECM1|1_FGF6	ECM1|1	FGF6	6.735	1.55988	-3.962134
ELN|3_FGF6	ELN|3	FGF6	6.2472	2.29224	-3.979632
FBN1_FGF6	FBN1	FGF6	6.7273	1.91647	-3.838963
FN1|1_FGF6	FN1|1	FGF6	7.118	2.00786	-3.893116
GAP43|1_FGF6	GAP43|1	FGF6	6.3497	1.71011	-3.811577
HA<500kDa_FGF6	HA<500kDa	FGF6	6.4833	1.77171	-3.873388
HA>500kDa_FGF6	HA>500kDa	FGF6	6.517	1.76824	-3.787155
ICAM1_FGF6	ICAM1	FGF6	6.9802	1.81594	-4.120803
ITGA10B1_FGF6	ITGA10B1	FGF6	6.8692	1.72888	-4.021968
ITGA2B1_FGF6	ITGA2B1	FGF6	6.5646	2.06702	-3.949341
ITGA3B1_FGF6	ITGA3B1	FGF6	6.4207	1.94611	-3.880731
