MEP	ECMp	Ligand	Spot Cell Count	2N DNA Proportion	Lineage Ratio
CDH20_KITLG|1	CDH20	KITLG|1	6.1838	1.4573	-3.832655
CDH3|1_KITLG|1	CDH3|1	KITLG|1	6.6341	1.37426	-4.07187
CDH6|1_KITLG|1	CDH6|1	KITLG|1	6.5055	1.43692	-3.846945
CDH8_KITLG|1	CDH8	KITLG|1	6.2558	1.51706	-3.903244
CEACAM6_KITLG|1	CEACAM6	KITLG|1	6.4089	1.36587	-3.750665
COL1_KITLG|1	COL1	KITLG|1	6.6125	1.33328	-3.913678
COL23A1|1_KITLG|1	COL23A1|1	KITLG|1	6.6758	1.24357	-4.02035
COL2A1|2_KITLG|1	COL2A1|2	KITLG|1	6.6516	1.35177	-4.056762
COL3A1|1_KITLG|1	COL3A1|1	KITLG|1	6.5642	1.67397	-3.933474
COL4_KITLG|1	COL4	KITLG|1	6.2219	1.65542	-3.720556
COL5A1_KITLG|1	COL5A1	KITLG|1	6.5253	1.81585	-4.016667
DCN|A_KITLG|1	DCN|A	KITLG|1	6.4838	1.40687	-3.958343
DSG2_KITLG|1	DSG2	KITLG|1	6.2846	1.51404	-3.909146
ECM1|1_KITLG|1	ECM1|1	KITLG|1	6.4031	1.51595	-4.024652
ELN|3_KITLG|1	ELN|3	KITLG|1	5.016	1.60488	-3.621702
FBN1_KITLG|1	FBN1	KITLG|1	6.6399	1.15135	-4.08282
FN1|1_KITLG|1	FN1|1	KITLG|1	6.3266	1.42719	-3.869387
GAP43|1_KITLG|1	GAP43|1	KITLG|1	6.6156	1.47377	-3.931216
HA<500kDa_KITLG|1	HA<500kDa	KITLG|1	6.3671	1.60084	-4.036198
HA>500kDa_KITLG|1	HA>500kDa	KITLG|1	6.3644	1.86274	-3.891818
ICAM1_KITLG|1	ICAM1	KITLG|1	6.5491	1.55293	-3.963478
ITGA10B1_KITLG|1	ITGA10B1	KITLG|1	6.7418	1.3655	-4.00039
ITGA2B1_KITLG|1	ITGA2B1	KITLG|1	6.4807	1.3202	-4.028444
ITGA3B1_KITLG|1	ITGA3B1	KITLG|1	6.3747	1.55014	-3.935067
ITGA4B1_KITLG|1	ITGA4B1	KITLG|1	6.4974	1.37182	-3.9139
ITGA6B4_KITLG|1	ITGA6B4	KITLG|1	6.5039	1.42531	-3.885299
ITGA9B1_KITLG|1	ITGA9B1	KITLG|1	6.301	1.49754	-3.662561
ITGAMB2_KITLG|1	ITGAMB2	KITLG|1	6.4399	1.47874	-3.825861
ITGAVB6_KITLG|1	ITGAVB6	KITLG|1	6.2052	1.50797	-3.879244
LAMB1_KITLG|1	LAMB1	KITLG|1	6.4931	1.35432	-4.005113
LUM_KITLG|1	LUM	KITLG|1	6.425	1.43813	-3.831006
Laminin3B32_KITLG|1	Laminin3B32	KITLG|1	6.3182	1.55567	-3.889136
NID1|1_KITLG|1	NID1|1	KITLG|1	3.8413	2.82625	-3.24758
OMD_KITLG|1	OMD	KITLG|1	6.5776	1.36681	-4.011274
PECAM1|Long_KITLG|1	PECAM1|Long	KITLG|1	6.7642	1.35549	-3.956633
POSTN|1_KITLG|1	POSTN|1	KITLG|1	6.6099	1.4616	-3.80641
SPARC_KITLG|1	SPARC	KITLG|1	6.5581	1.20885	-3.852261
SPP1|A_KITLG|1	SPP1|A	KITLG|1	6.4894	1.64837	-3.819813
THBS1|1_KITLG|1	THBS1|1	KITLG|1	6.2171	2.05397	-3.800741
TNC|1_KITLG|1	TNC|1	KITLG|1	6.5051	1.61107	-3.798569
VCAM1|1_KITLG|1	VCAM1|1	KITLG|1	6.4479	1.19264	-3.933366
VTN_KITLG|1	VTN	KITLG|1	6.3997	1.86936	-3.943337
ALCAM|1_KNG1|HMW	ALCAM|1	KNG1|HMW	6.5279	1.67125	-3.95092
BCAN|1_KNG1|HMW	BCAN|1	KNG1|HMW	6.4297	1.41618	-3.780948
BGN_KNG1|HMW	BGN	KNG1|HMW	5.7946	1.65784	-3.736784
CD44|1_KNG1|HMW	CD44|1	KNG1|HMW	6.4274	1.75227	-3.966204
CDH15_KNG1|HMW	CDH15	KNG1|HMW	6.0765	1.62096	-3.456017
CDH1|1_KNG1|HMW	CDH1|1	KNG1|HMW	6.1669	1.41187	-3.363578
CDH20_KNG1|HMW	CDH20	KNG1|HMW	6.3278	1.37488	-3.683194
CDH3|1_KNG1|HMW	CDH3|1	KNG1|HMW	5.8709	1.67135	-3.572443
CDH6|1_KNG1|HMW	CDH6|1	KNG1|HMW	6.7056	1.43307	-3.798084
CDH8_KNG1|HMW	CDH8	KNG1|HMW	6.1497	1.3363	-3.663308
CEACAM6_KNG1|HMW	CEACAM6	KNG1|HMW	6.0915	1.75479	-3.493842
COL1_KNG1|HMW	COL1	KNG1|HMW	6.0035	1.84888	-3.895118
COL23A1|1_KNG1|HMW	COL23A1|1	KNG1|HMW	6.3265	1.77323	-3.80641
COL2A1|2_KNG1|HMW	COL2A1|2	KNG1|HMW	6.3523	1.38681	-3.929813
COL3A1|1_KNG1|HMW	COL3A1|1	KNG1|HMW	6.3382	1.83887	-3.783128
COL4_KNG1|HMW	COL4	KNG1|HMW	6.6571	1.60795	-3.905598
COL5A1_KNG1|HMW	COL5A1	KNG1|HMW	6.304	1.71275	-3.817811
DCN|A_KNG1|HMW	DCN|A	KNG1|HMW	6.2802	1.79649	-3.703594
DSG2_KNG1|HMW	DSG2	KNG1|HMW	6.0039	1.58868	-3.340374
ECM1|1_KNG1|HMW	ECM1|1	KNG1|HMW	6.8201	1.41278	-4.271074
ELN|3_KNG1|HMW	ELN|3	KNG1|HMW	5.9307	1.65886	-3.697537
FBN1_KNG1|HMW	FBN1	KNG1|HMW	6.432	1.68702	-3.880988
FN1|1_KNG1|HMW	FN1|1	KNG1|HMW	6.0446	1.55973	-3.331013
GAP43|1_KNG1|HMW	GAP43|1	KNG1|HMW	6.1208	1.97233	-3.588569
HA<500kDa_KNG1|HMW	HA<500kDa	KNG1|HMW	6.3495	1.45091	-3.671914
HA>500kDa_KNG1|HMW	HA>500kDa	KNG1|HMW	6.5286	1.72006	-3.710193
ICAM1_KNG1|HMW	ICAM1	KNG1|HMW	6.6807	1.70011	-3.860495
ITGA10B1_KNG1|HMW	ITGA10B1	KNG1|HMW	6.2829	1.61154	-3.603403
ITGA2B1_KNG1|HMW	ITGA2B1	KNG1|HMW	6.1016	1.47446	-3.695361
ITGA3B1_KNG1|HMW	ITGA3B1	KNG1|HMW	6.7303	1.76123	-3.921684
ITGA4B1_KNG1|HMW	ITGA4B1	KNG1|HMW	6.1427	1.77248	-3.485822
ITGA6B4_KNG1|HMW	ITGA6B4	KNG1|HMW	6.4278	1.39219	-3.826653
ITGA9B1_KNG1|HMW	ITGA9B1	KNG1|HMW	6.0179	1.43372	-3.373797
ITGAMB2_KNG1|HMW	ITGAMB2	KNG1|HMW	6.5283	1.47804	-3.725636
ITGAVB6_KNG1|HMW	ITGAVB6	KNG1|HMW	6.4505	1.9454	-3.652302
LAMB1_KNG1|HMW	LAMB1	KNG1|HMW	6.3056	1.75088	-3.462936
LUM_KNG1|HMW	LUM	KNG1|HMW	6.5398	1.47082	-3.87944
Laminin3B32_KNG1|HMW	Laminin3B32	KNG1|HMW	6.3102	1.99268	-3.723709
NID1|1_KNG1|HMW	NID1|1	KNG1|HMW	5.8877	1.32803	-3.53941
OMD_KNG1|HMW	OMD	KNG1|HMW	6.3061	1.68842	-3.601997
PECAM1|Long_KNG1|HMW	PECAM1|Long	KNG1|HMW	6.1044	1.87419	-3.673326
POSTN|1_KNG1|HMW	POSTN|1	KNG1|HMW	6.7124	1.85578	-3.933365
SPARC_KNG1|HMW	SPARC	KNG1|HMW	6.3095	1.62703	-3.643542
SPP1|A_KNG1|HMW	SPP1|A	KNG1|HMW	6.4774	1.81544	-3.76424
THBS1|1_KNG1|HMW	THBS1|1	KNG1|HMW	6.1243	1.79173	-3.7141
TNC|1_KNG1|HMW	TNC|1	KNG1|HMW	6.6513	1.9751	-3.552356
VCAM1|1_KNG1|HMW	VCAM1|1	KNG1|HMW	6.2973	1.77945	-3.787554
VTN_KNG1|HMW	VTN	KNG1|HMW	6.3239	1.86988	-3.722811
ALCAM|1_LEP	ALCAM|1	LEP	6.2646	1.77052	-3.764996
BCAN|1_LEP	BCAN|1	LEP	6.1366	1.85916	-3.709174
BGN_LEP	BGN	LEP	6.4078	1.78082	-3.648719
CD44|1_LEP	CD44|1	LEP	6.3326	1.71592	-3.718738
CDH15_LEP	CDH15	LEP	6.2959	1.64553	-3.634989
CDH1|1_LEP	CDH1|1	LEP	6.1832	1.83282	-3.757191
CDH20_LEP	CDH20	LEP	6.2705	1.61455	-3.758222
CDH3|1_LEP	CDH3|1	LEP	6.2892	1.54107	-3.625685
CDH6|1_LEP	CDH6|1	LEP	6.1614	1.69975	-3.793947
CDH8_LEP	CDH8	LEP	6.1975	1.76128	-3.713332
CEACAM6_LEP	CEACAM6	LEP	6.3782	1.87819	-4.029589
COL1_LEP	COL1	LEP	6.5762	1.64467	-3.90992
COL23A1|1_LEP	COL23A1|1	LEP	6.4665	1.91868	-3.638656
COL2A1|2_LEP	COL2A1|2	LEP	6.3132	1.47588	-3.715033
COL3A1|1_LEP	COL3A1|1	LEP	6.5674	1.85184	-3.725696
COL4_LEP	COL4	LEP	6.1056	1.57526	-3.598211
COL5A1_LEP	COL5A1	LEP	6.6349	1.65846	-4.068175
DCN|A_LEP	DCN|A	LEP	6.3985	1.65197	-3.811588
DSG2_LEP	DSG2	LEP	6.0071	1.39109	-3.560542
ECM1|1_LEP	ECM1|1	LEP	6.363	1.35486	-3.920116
ELN|3_LEP	ELN|3	LEP	5.1675	1.34511	-3.773003
FBN1_LEP	FBN1	LEP	5.9794	1.43293	-3.605336
FN1|1_LEP	FN1|1	LEP	6.1259	1.46746	-3.56385
GAP43|1_LEP	GAP43|1	LEP	6.4494	1.94792	-3.667024
HA<500kDa_LEP	HA<500kDa	LEP	6.3938	1.98727	-3.815822
HA>500kDa_LEP	HA>500kDa	LEP	6.3416	1.65959	-3.738322
ICAM1_LEP	ICAM1	LEP	6.5625	2.04203	-3.814446
ITGA10B1_LEP	ITGA10B1	LEP	6.3062	1.74854	-3.863835
ITGA2B1_LEP	ITGA2B1	LEP	6.4489	1.81284	-3.790263
ITGA3B1_LEP	ITGA3B1	LEP	6.393	2.06925	-3.792601
ITGA4B1_LEP	ITGA4B1	LEP	6.5451	1.85793	-3.978118
ITGA6B4_LEP	ITGA6B4	LEP	6.1424	1.61723	-3.687851
ITGA9B1_LEP	ITGA9B1	LEP	6.4271	1.9094	-3.909223
ITGAMB2_LEP	ITGAMB2	LEP	5.6878	1.83099	-3.499263
ITGAVB6_LEP	ITGAVB6	LEP	6.5423	1.87011	-3.956627
LAMB1_LEP	LAMB1	LEP	6.3767	1.95474	-3.73916
LUM_LEP	LUM	LEP	6.5215	1.98523	-3.809323
Laminin3B32_LEP	Laminin3B32	LEP	6.1148	1.76162	-3.631369
NID1|1_LEP	NID1|1	LEP	4.9987	1.79966	-3.520942
OMD_LEP	OMD	LEP	6.2274	1.72248	-3.722363
PECAM1|Long_LEP	PECAM1|Long	LEP	6.5431	1.93867	-3.563789
POSTN|1_LEP	POSTN|1	LEP	6.5145	1.87074	-3.85536
SPARC_LEP	SPARC	LEP	6.724	1.35902	-3.969453
SPP1|A_LEP	SPP1|A	LEP	6.5296	1.76609	-3.974408
THBS1|1_LEP	THBS1|1	LEP	6.2237	2.13721	-3.477175
TNC|1_LEP	TNC|1	LEP	6.2488	2.18959	-3.475351
VCAM1|1_LEP	VCAM1|1	LEP	5.8887	1.41333	-3.708755
VTN_LEP	VTN	LEP	6.2141	1.54429	-3.756666
ALCAM|1_LYVE1	ALCAM|1	LYVE1	6.4463	1.62919	-3.930517
BCAN|1_LYVE1	BCAN|1	LYVE1	6.1544	2.07004	-3.52796
BGN_LYVE1	BGN	LYVE1	6.2501	1.40798	-3.622304
CD44|1_LYVE1	CD44|1	LYVE1	6.1896	1.6612	-3.554124
CDH15_LYVE1	CDH15	LYVE1	6.3348	1.79382	-3.573956
CDH1|1_LYVE1	CDH1|1	LYVE1	6.1366	1.94152	-3.765153
CDH20_LYVE1	CDH20	LYVE1	6.4729	1.71851	-3.835752
CDH3|1_LYVE1	CDH3|1	LYVE1	6.3152	1.29052	-3.73624
CDH6|1_LYVE1	CDH6|1	LYVE1	6.084	1.96846	-3.474214
CDH8_LYVE1	CDH8	LYVE1	6.5433	1.95935	-3.808219
CEACAM6_LYVE1	CEACAM6	LYVE1	6.3239	1.39869	-3.773062
COL1_LYVE1	COL1	LYVE1	6.4281	1.76591	-3.944764
COL23A1|1_LYVE1	COL23A1|1	LYVE1	6.3099	1.93276	-3.98804
COL2A1|2_LYVE1	COL2A1|2	LYVE1	6.4252	1.80381	-3.899614
COL3A1|1_LYVE1	COL3A1|1	LYVE1	6.3661	1.49728	-3.960278
COL4_LYVE1	COL4	LYVE1	6.7515	1.51588	-4.14049
COL5A1_LYVE1	COL5A1	LYVE1	6.4878	1.79426	-4.04153
DCN|A_LYVE1	DCN|A	LYVE1	6.3565	1.79619	-3.759695
DSG2_LYVE1	DSG2	LYVE1	6.8376	2.06986	-4.03276
ECM1|1_LYVE1	ECM1|1	LYVE1	6.4922	1.87568	-3.674891
ELN|3_LYVE1	ELN|3	LYVE1	6.3443	1.31831	-3.694414
FBN1_LYVE1	FBN1	LYVE1	6.863	1.68136	-3.929952
FN1|1_LYVE1	FN1|1	LYVE1	6.5444	1.69956	-3.8153
GAP43|1_LYVE1	GAP43|1	LYVE1	6.0891	1.80884	-3.772581
HA<500kDa_LYVE1	HA<500kDa	LYVE1	6.3161	1.76171	-3.73158
HA>500kDa_LYVE1	HA>500kDa	LYVE1	6.2166	1.94362	-3.592734
ICAM1_LYVE1	ICAM1	LYVE1	6.4251	1.69953	-3.630301
ITGA10B1_LYVE1	ITGA10B1	LYVE1	6.5118	2.18616	-3.947873
ITGA2B1_LYVE1	ITGA2B1	LYVE1	6.3053	1.70441	-3.825407
ITGA3B1_LYVE1	ITGA3B1	LYVE1	6.5518	1.66094	-3.855545
ITGA4B1_LYVE1	ITGA4B1	LYVE1	6.5613	1.67779	-3.942272
ITGA6B4_LYVE1	ITGA6B4	LYVE1	6.4294	1.47857	-3.992348
ITGA9B1_LYVE1	ITGA9B1	LYVE1	5.7475	1.56046	-3.668115
ITGAMB2_LYVE1	ITGAMB2	LYVE1	6.0401	1.47406	-3.503317
ITGAVB6_LYVE1	ITGAVB6	LYVE1	6.3619	1.53588	-3.700333
LAMB1_LYVE1	LAMB1	LYVE1	6.3236	1.86633	-3.822923
LUM_LYVE1	LUM	LYVE1	6.2102	2.05553	-3.617178
Laminin3B32_LYVE1	Laminin3B32	LYVE1	6.4446	1.66169	-3.780092
NID1|1_LYVE1	NID1|1	LYVE1	3.7914	1.51085	-2.832639
OMD_LYVE1	OMD	LYVE1	6.36	1.90115	-3.737074
PECAM1|Long_LYVE1	PECAM1|Long	LYVE1	6.2767	1.58782	-3.595755
POSTN|1_LYVE1	POSTN|1	LYVE1	5.9278	1.64	-3.752403
SPARC_LYVE1	SPARC	LYVE1	6.5813	1.6319	-3.838188
SPP1|A_LYVE1	SPP1|A	LYVE1	6.1125	1.93217	-3.82572
THBS1|1_LYVE1	THBS1|1	LYVE1	6.4024	2.24151	-3.72568
TNC|1_LYVE1	TNC|1	LYVE1	6.4574	1.6428	-3.868391
VCAM1|1_LYVE1	VCAM1|1	LYVE1	6.2006	1.78442	-3.668326
VTN_LYVE1	VTN	LYVE1	6.4977	2.07184	-3.667266
ALCAM|1_NRG1|1	ALCAM|1	NRG1|1	6.6763	1.70995	-3.893712
BCAN|1_NRG1|1	BCAN|1	NRG1|1	6.7803	1.35945	-4.052999
BGN_NRG1|1	BGN	NRG1|1	6.7446	1.76543	-3.994924
CD44|1_NRG1|1	CD44|1	NRG1|1	6.9979	1.68437	-4.024535
CDH15_NRG1|1	CDH15	NRG1|1	6.7467	1.8702	-3.888011
CDH1|1_NRG1|1	CDH1|1	NRG1|1	7.0376	1.84358	-4.184192
CDH20_NRG1|1	CDH20	NRG1|1	6.8113	1.76381	-4.082799
CDH3|1_NRG1|1	CDH3|1	NRG1|1	6.3054	1.70597	-3.961786
CDH6|1_NRG1|1	CDH6|1	NRG1|1	6.6678	1.81017	-4.084626
CDH8_NRG1|1	CDH8	NRG1|1	6.8056	1.81651	-3.962927
CEACAM6_NRG1|1	CEACAM6	NRG1|1	6.7295	1.59956	-3.89547
COL1_NRG1|1	COL1	NRG1|1	6.7422	1.72098	-4.076456
COL23A1|1_NRG1|1	COL23A1|1	NRG1|1	6.7937	1.87679	-3.991242
COL2A1|2_NRG1|1	COL2A1|2	NRG1|1	7.0947	1.82408	-4.196876
COL3A1|1_NRG1|1	COL3A1|1	NRG1|1	6.9205	1.7264	-4.063782
COL4_NRG1|1	COL4	NRG1|1	7.0113	1.62694	-4.091277
COL5A1_NRG1|1	COL5A1	NRG1|1	7.1288	1.74902	-4.176212
DCN|A_NRG1|1	DCN|A	NRG1|1	7.028	1.62468	-4.146017
DSG2_NRG1|1	DSG2	NRG1|1	6.6179	1.68207	-3.834238
ECM1|1_NRG1|1	ECM1|1	NRG1|1	6.9946	1.63828	-3.998316
ELN|3_NRG1|1	ELN|3	NRG1|1	6.5085	1.66882	-3.956735
FBN1_NRG1|1	FBN1	NRG1|1	6.5259	1.79588	-3.552239
FN1|1_NRG1|1	FN1|1	NRG1|1	6.6378	1.6086	-3.911888
GAP43|1_NRG1|1	GAP43|1	NRG1|1	6.594	1.78118	-4.158112
HA<500kDa_NRG1|1	HA<500kDa	NRG1|1	6.7378	1.80209	-3.966516
HA>500kDa_NRG1|1	HA>500kDa	NRG1|1	6.8205	1.94952	-4.021106
ICAM1_NRG1|1	ICAM1	NRG1|1	7.0112	1.49703	-4.035573
ITGA10B1_NRG1|1	ITGA10B1	NRG1|1	6.8803	1.7534	-4.201969
ITGA2B1_NRG1|1	ITGA2B1	NRG1|1	6.4958	1.47143	-3.892979
ITGA3B1_NRG1|1	ITGA3B1	NRG1|1	6.7812	1.51928	-4.050057
ITGA4B1_NRG1|1	ITGA4B1	NRG1|1	6.726	1.93413	-4.000163
ITGA6B4_NRG1|1	ITGA6B4	NRG1|1	6.5597	1.93286	-3.857167
ITGA9B1_NRG1|1	ITGA9B1	NRG1|1	6.84	2.14168	-3.970769
ITGAMB2_NRG1|1	ITGAMB2	NRG1|1	6.8204	1.42094	-4.029795
ITGAVB6_NRG1|1	ITGAVB6	NRG1|1	6.917	1.5223	-4.165859
LAMB1_NRG1|1	LAMB1	NRG1|1	6.9176	1.49112	-4.153947
LUM_NRG1|1	LUM	NRG1|1	7.1038	1.92365	-4.079799
Laminin3B32_NRG1|1	Laminin3B32	NRG1|1	6.9775	2.00161	-4.138539
NID1|1_NRG1|1	NID1|1	NRG1|1	5.9616	2.01074	-3.682931
OMD_NRG1|1	OMD	NRG1|1	7.0595	1.74491	-4.162323
PECAM1|Long_NRG1|1	PECAM1|Long	NRG1|1	6.3931	1.71481	-3.553457
POSTN|1_NRG1|1	POSTN|1	NRG1|1	6.7682	1.7793	-4.058502
SPARC_NRG1|1	SPARC	NRG1|1	6.9279	2.19734	-4.117804
SPP1|A_NRG1|1	SPP1|A	NRG1|1	6.5459	1.60346	-3.947646
THBS1|1_NRG1|1	THBS1|1	NRG1|1	6.7585	2.01665	-3.817297
TNC|1_NRG1|1	TNC|1	NRG1|1	6.9068	1.92226	-4.116834
VCAM1|1_NRG1|1	VCAM1|1	NRG1|1	6.7608	1.39542	-3.969455
VTN_NRG1|1	VTN	NRG1|1	6.7687	1.78368	-4.215991
ALCAM|1_NRG1|10	ALCAM|1	NRG1|10	5.8424	1.28699	-3.557362
BCAN|1_NRG1|10	BCAN|1	NRG1|10	5.8855	1.56869	-3.749337
BGN_NRG1|10	BGN	NRG1|10	6.1248	2.33942	-3.779745
CD44|1_NRG1|10	CD44|1	NRG1|10	5.7266	1.70672	-3.773157
CDH15_NRG1|10	CDH15	NRG1|10	6.096	2.05711	-3.855002
CDH1|1_NRG1|10	CDH1|1	NRG1|10	6.1441	1.61464	-3.84169
CDH20_NRG1|10	CDH20	NRG1|10	5.9121	2.01313	-3.681143
CDH3|1_NRG1|10	CDH3|1	NRG1|10	6.0396	1.6673	-3.636234
CDH6|1_NRG1|10	CDH6|1	NRG1|10	5.9077	1.47681	-3.62611
CDH8_NRG1|10	CDH8	NRG1|10	6.245	1.82785	-3.815985
CEACAM6_NRG1|10	CEACAM6	NRG1|10	6.4162	1.98735	-3.961902
COL1_NRG1|10	COL1	NRG1|10	6.3099	1.76953	-3.963507
COL23A1|1_NRG1|10	COL23A1|1	NRG1|10	5.8166	2.17817	-3.685476
COL2A1|2_NRG1|10	COL2A1|2	NRG1|10	6.1884	1.87862	-4.060629
COL3A1|1_NRG1|10	COL3A1|1	NRG1|10	5.9491	1.70835	-3.565322
COL4_NRG1|10	COL4	NRG1|10	6.0223	1.92954	-3.811909
COL5A1_NRG1|10	COL5A1	NRG1|10	6.1554	1.36338	-3.824802
DCN|A_NRG1|10	DCN|A	NRG1|10	6.1983	1.81324	-3.755258
DSG2_NRG1|10	DSG2	NRG1|10	6.2378	1.39338	-3.828952
ECM1|1_NRG1|10	ECM1|1	NRG1|10	5.887	1.80886	-3.629485
ELN|3_NRG1|10	ELN|3	NRG1|10	5.839	1.58403	-4.044064
FBN1_NRG1|10	FBN1	NRG1|10	6.2972	1.57419	-3.746268
FN1|1_NRG1|10	FN1|1	NRG1|10	6.5263	1.84609	-3.982328
GAP43|1_NRG1|10	GAP43|1	NRG1|10	6.07	1.72683	-3.561565
HA<500kDa_NRG1|10	HA<500kDa	NRG1|10	6.0	1.69171	-3.667444
HA>500kDa_NRG1|10	HA>500kDa	NRG1|10	5.7912	1.80798	-3.707341
ICAM1_NRG1|10	ICAM1	NRG1|10	6.3254	1.65729	-3.894462
ITGA10B1_NRG1|10	ITGA10B1	NRG1|10	5.8088	2.30455	-3.693954
ITGA2B1_NRG1|10	ITGA2B1	NRG1|10	5.9502	1.53071	-3.591502
ITGA3B1_NRG1|10	ITGA3B1	NRG1|10	5.8727	1.64085	-3.928873
ITGA4B1_NRG1|10	ITGA4B1	NRG1|10	6.1861	2.0852	-3.784891
ITGA6B4_NRG1|10	ITGA6B4	NRG1|10	6.5759	1.85167	-3.966955
ITGA9B1_NRG1|10	ITGA9B1	NRG1|10	6.0421	1.91151	-3.90567
ITGAMB2_NRG1|10	ITGAMB2	NRG1|10	5.9736	1.99291	-3.713883
ITGAVB6_NRG1|10	ITGAVB6	NRG1|10	5.6733	1.93956	-3.533735
LAMB1_NRG1|10	LAMB1	NRG1|10	6.1483	2.13738	-3.660081
LUM_NRG1|10	LUM	NRG1|10	6.1858	1.62402	-3.884517
Laminin3B32_NRG1|10	Laminin3B32	NRG1|10	6.167	1.84787	-3.716418
NID1|1_NRG1|10	NID1|1	NRG1|10	3.0115	2.75298	-2.807068
OMD_NRG1|10	OMD	NRG1|10	6.09	1.77766	-3.655346
PECAM1|Long_NRG1|10	PECAM1|Long	NRG1|10	6.063	1.76392	-3.905509
POSTN|1_NRG1|10	POSTN|1	NRG1|10	5.6652	2.0557	-3.691313
SPARC_NRG1|10	SPARC	NRG1|10	5.97	2.04712	-3.670559
SPP1|A_NRG1|10	SPP1|A	NRG1|10	6.2485	1.68596	-3.804615
THBS1|1_NRG1|10	THBS1|1	NRG1|10	5.9328	1.98479	-3.596022
TNC|1_NRG1|10	TNC|1	NRG1|10	6.018	2.2972	-3.712308
VCAM1|1_NRG1|10	VCAM1|1	NRG1|10	5.9455	1.6382	-3.597755
VTN_NRG1|10	VTN	NRG1|10	5.8601	2.10575	-3.734259
ALCAM|1_NRG1|6	ALCAM|1	NRG1|6	6.4684	1.38228	-3.902301
BCAN|1_NRG1|6	BCAN|1	NRG1|6	6.4682	1.75664	-4.045109
BGN_NRG1|6	BGN	NRG1|6	6.4321	1.21281	-3.989427
CD44|1_NRG1|6	CD44|1	NRG1|6	6.2905	1.31879	-3.862188
CDH15_NRG1|6	CDH15	NRG1|6	6.2369	1.66275	-3.87177
CDH1|1_NRG1|6	CDH1|1	NRG1|6	6.0986	1.10825	-3.841614
CDH20_NRG1|6	CDH20	NRG1|6	6.5129	1.30569	-4.094923
CDH3|1_NRG1|6	CDH3|1	NRG1|6	6.2904	1.63191	-3.932327
CDH6|1_NRG1|6	CDH6|1	NRG1|6	6.4651	1.15338	-4.033322
CDH8_NRG1|6	CDH8	NRG1|6	6.4715	1.08319	-4.060209
CEACAM6_NRG1|6	CEACAM6	NRG1|6	6.3954	1.26619	-3.987985
COL1_NRG1|6	COL1	NRG1|6	6.571	1.26963	-4.17681
COL23A1|1_NRG1|6	COL23A1|1	NRG1|6	6.4934	1.12213	-4.06563
COL2A1|2_NRG1|6	COL2A1|2	NRG1|6	6.2924	1.38848	-3.874165
COL3A1|1_NRG1|6	COL3A1|1	NRG1|6	6.2066	1.61679	-3.907257
COL4_NRG1|6	COL4	NRG1|6	6.4864	1.47971	-4.142398
COL5A1_NRG1|6	COL5A1	NRG1|6	6.528	1.19801	-4.330831
DCN|A_NRG1|6	DCN|A	NRG1|6	6.3375	1.17905	-3.965118
DSG2_NRG1|6	DSG2	NRG1|6	6.4416	1.21551	-4.065784
ECM1|1_NRG1|6	ECM1|1	NRG1|6	6.2764	1.12299	-3.887025
ELN|3_NRG1|6	ELN|3	NRG1|6	3.9931	1.12481	-3.759625
FBN1_NRG1|6	FBN1	NRG1|6	6.2615	1.30292	-3.804851
FN1|1_NRG1|6	FN1|1	NRG1|6	6.2382	1.53776	-3.970741
GAP43|1_NRG1|6	GAP43|1	NRG1|6	6.41	1.4855	-3.915752
HA<500kDa_NRG1|6	HA<500kDa	NRG1|6	6.4613	1.54522	-4.002401
HA>500kDa_NRG1|6	HA>500kDa	NRG1|6	6.2926	1.67568	-3.861824
ICAM1_NRG1|6	ICAM1	NRG1|6	6.4169	1.50275	-3.984973
ITGA10B1_NRG1|6	ITGA10B1	NRG1|6	6.2677	1.91428	-3.727936
ITGA2B1_NRG1|6	ITGA2B1	NRG1|6	6.3853	0.95923	-3.88768
ITGA3B1_NRG1|6	ITGA3B1	NRG1|6	6.4848	1.42262	-3.993242
ITGA4B1_NRG1|6	ITGA4B1	NRG1|6	6.4426	0.90173	-3.899056
ITGA6B4_NRG1|6	ITGA6B4	NRG1|6	6.268	1.57947	-4.082716
ITGA9B1_NRG1|6	ITGA9B1	NRG1|6	6.2433	1.46341	-4.129307
ITGAMB2_NRG1|6	ITGAMB2	NRG1|6	6.4622	1.4958	-4.077943
ITGAVB6_NRG1|6	ITGAVB6	NRG1|6	6.3272	1.44801	-3.774858
LAMB1_NRG1|6	LAMB1	NRG1|6	6.5133	1.40694	-4.040321
LUM_NRG1|6	LUM	NRG1|6	6.2639	1.43913	-3.806202
Laminin3B32_NRG1|6	Laminin3B32	NRG1|6	6.1868	1.62202	-3.77552
NID1|1_NRG1|6	NID1|1	NRG1|6	3.6174	0.78501	-3.320849
OMD_NRG1|6	OMD	NRG1|6	6.407	1.66278	-4.078587
PECAM1|Long_NRG1|6	PECAM1|Long	NRG1|6	6.25	1.75213	-4.106352
POSTN|1_NRG1|6	POSTN|1	NRG1|6	6.2916	1.79282	-3.885261
SPARC_NRG1|6	SPARC	NRG1|6	6.4671	1.4203	-4.006692
SPP1|A_NRG1|6	SPP1|A	NRG1|6	6.4073	1.08441	-4.150994
THBS1|1_NRG1|6	THBS1|1	NRG1|6	6.4314	1.76746	-3.963583
TNC|1_NRG1|6	TNC|1	NRG1|6	6.5206	1.42721	-3.991025
